зябкасць_NOUN спёка_NOUN
важкі_ADJ лёгкі_ADJ
агонь_NOUN цемра_NOUN
застываць_VERB пячыся_VERB
бяссілле_NOUN сіла_NOUN
адцвісці_VERB заплеснець_VERB
змяркацца_VERB развідняцца_VERB
заканчэнне_NOUN пачатак_NOUN
бог_NOUN нячысты_ADJ
абараняць_VERB вініць_VERB
долкі_ADV уверх_ADV
каларытны_ADJ цьмяны_ADJ
многа_ADV няшмат_ADV
радасць_NOUN сум_NOUN
радасць_NOUN туга_NOUN
зябнуць_VERB пячыся_VERB
назад_ADV спачатку_ADV
скрытна_ADV шчыра_ADV
вясёлы_ADJ сумотны_ADJ
злы_ADJ неблагі_ADJ
дасканалы_ADJ кепскі_ADJ
аддаць_VERB атрымаць_VERB
выцягваць_VERB ставіць_VERB
безыменны_ADJ вядомы_ADJ
абвінаваціць_VERB адстаяць_VERB
меншаць_VERB павялічвацца_VERB
гора_NOUN фартуна_NOUN
бляск_NOUN цемра_NOUN
дакараць_VERB спачуваць_VERB
абарона_NOUN напад_NOUN
марудна_ADV увачавідкі_ADV
бянтэжыцца_VERB ганарыцца_VERB
знімаць_VERB рамантаваць_VERB
апасці_VERB устаць_VERB
вымаць_VERB цаніць_VERB
заходзіцца_VERB пячыся_VERB
злосць_NOUN міласць_NOUN
каханне_NOUN нянавісць_NOUN
скінуцца_VERB узляцець_VERB
жыццё_NOUN кананне_NOUN
жыццё_NOUN згуба_NOUN
крышку_ADV многа_ADV
бессардэчны_ADJ літасцівы_ADJ
пагаршаць_VERB рацыяналізаваць_VERB
аддаваць_VERB падбіраць_VERB
марудна_ADV торапка_ADV
небыццё_NOUN рэчаіснасць_NOUN
запрапасціцца_VERB узнікнуць_VERB
прагаладалы_NOUN сыты_ADJ
марозлівы_ADJ цёплы_ADJ
незвычайны_ADJ непрыкметны_ADJ
радасны_ADJ смутны_ADJ
зневажаць_VERB хваліць_VERB
люты_NOUN літасцівы_ADJ
абараняць_VERB валіць_VERB
вораг_NOUN сябар_NOUN
дух_NOUN смурод_NOUN
знясіленасць_NOUN сіла_NOUN
марудна_ADV імкліва_ADV
вярнуць_VERB пазычыць_VERB
здаваць_VERB частаваць_VERB
злы_ADJ нядрэнны_ADJ
далоў_ADV уверх_ADV
гарачыня_NOUN зябкасць_NOUN
невядомы_ADJ папулярны_ADJ
вораг_NOUN дабрадзей_NOUN
добры_ADJ разлютаваны_ADJ
гарачы_ADJ настылы_ADJ
адгадка_NOUN задача_NOUN
адмысловы_ADJ кепскі_ADJ
жаль_NOUN радасць_NOUN
знімаць_VERB правіць_VERB
друг_NOUN недруг_NOUN
беспарадак_NOUN лад_NOUN
змардаваны_ADJ моцны_ADJ
жыццярадасны_ADJ сумны_ADJ
незвычайны_ADJ радавы_ADJ
няўпэўненасць_NOUN перакананне_NOUN
літасцівы_ADJ няўмольны_ADJ
зняць_VERB прызначыць_VERB
галодны_ADJ раскормлены_ADJ
адважны_ADJ баязлівы_ADJ
зябкасць_NOUN цяпло_NOUN
абяссілены_ADJ дужы_ADJ
воля_NOUN уціск_NOUN
горача_ADV зябка_ADV
верагодны_ADJ незвычайны_ADJ
звычайны_ADJ невыказны_ADJ
аграмадны_ADJ малы_ADJ
здаць_VERB узяць_VERB
абвінаваціць_VERB агарадзіць_VERB
азвярэлы_ADJ добры_ADJ
спадаць_VERB уставаць_VERB
багаты_ADJ незаможны_ADJ
запальвацца_VERB затухаць_VERB
акалець_VERB спячыся_VERB
маладушны_ADJ смелы_ADJ
стамленне_NOUN сіла_NOUN
апраўдваць_VERB нападаць_VERB
жывы_ADJ нежывы_ADJ
адказ_NOUN роспыт_NOUN
жывы_ADJ забіты_ADJ
марудна_ADV спешна_ADV
глуха_ADV гучна_ADV
згаснуць_VERB успыхнуць_VERB
бяздольнік_NOUN шчаслівец_NOUN
зацяганы_ADJ моцны_ADJ
зморанасць_NOUN сіла_NOUN
абараняць_VERB узвальваць_VERB
азяблы_ADJ гарачы_ADJ
далёка_ADV поблізу_ADV
заведзены_ADJ незвычайны_ADJ
замаркочаны_ADJ радасны_ADJ
знаёмы_ADJ невядомы_ADJ
зайздросны_ADJ кепскі_ADJ
падобны_ADJ усялякі_ADJ
жыццё_NOUN загуба_NOUN
паваліцца_VERB узляцець_VERB
запалаць_VERB згаснуць_VERB
анархія_NOUN парадак_NOUN
азяблы_ADJ цёплы_ADJ
дабрыня_NOUN нялюдскасць_NOUN
бацькаўшчына_NOUN чужына_NOUN
пад'ём_NOUN схіл_NOUN
рыдаць_VERB смяяцца_VERB
кепскі_ADJ някепскі_ADJ
вялізазны_ADJ малы_ADJ
перамерзнуць_VERB спячыся_VERB
марудна_ADV тарапліва_ADV
апраўдваць_VERB зварочваць_VERB
брыдкі_ADJ маляўнічы_ADJ
умацоўвацца_VERB цішэць_VERB
зара_NOUN змярканне_NOUN
звыклы_ADJ незвычайны_ADJ
радасць_NOUN сумота_NOUN
згінуць_VERB пражыць_VERB
змізарнелы_ADJ мажны_ADJ
далёка_ADV непаводдаль_ADV
пракіслы_ADJ халодны_ADJ
злы_ADJ станоўчы_ADJ
паныласць_NOUN радасць_NOUN
згінуць_VERB нарадзіцца_VERB
злосць_NOUN ласка_NOUN
бедалага_ADJ шчаслівец_NOUN
багацце_NOUN галота_NOUN
крывадушны_ADJ сапраўдны_ADJ
кулём_ADV марудна_ADV
невясёлы_ADJ радасны_ADJ
гарачыня_NOUN стыласць_NOUN
замілаванне_NOUN нянавісць_NOUN
згаладалы_ADJ сыты_ADJ
мажны_ADJ мізэрны_ADJ
баязлівы_ADJ бравы_ADJ
моцны_ADJ слабы_ADJ
морак_NOUN святло_NOUN
марудна_ADV наўскач_ADV
багацце_NOUN галеча_ADJ
скалець_VERB спячыся_VERB
мала_ADV процьма_ADV
вясёлы_ADJ жалобны_ADJ
бяссільны_ADJ дужы_ADJ
заўсёдны_ADJ незвычайны_ADJ
баязлівасць_NOUN бясстрашнасць_NOUN
адданы_ADJ няверны_ADJ
кепскі_ADJ спраўны_ADJ
знямога_NOUN сіла_NOUN
дарослы_ADJ малы_ADJ
гарачыня_NOUN халадзеча_NOUN
аддаваць_VERB забіраць_VERB
зайздросны_ADJ злы_ADJ
брыдкі_ADJ паглядны_ADJ
бясспрэчны_ADJ фальшывы_ADJ
будучае_ADJ старое_ADJ
раздзельны_ADJ супольны_ADJ
мала_ADV незлічона_ADV
гаротны_ADJ шчаслівы_ADJ
адштурхнуцца_VERB прыціснуцца_VERB
скінуцца_VERB устаць_VERB
знатны_ADJ невядомы_ADJ
старасць_NOUN юнацтва_NOUN
гора_NOUN дабро_NOUN
духмянасць_NOUN смурод_NOUN
вораг_NOUN прыхільнік_NOUN
адрывацца_VERB ліпнуць_VERB
вялікі_ADJ дробны_ADJ
ачуньваць_VERB недамагаць_VERB
з'явіцца_VERB знікнуць_VERB
радасць_NOUN скруха_NOUN
жорсткі_ADJ літасцівы_ADJ
здарожанасць_NOUN сіла_NOUN
новы_ADJ ранейшы_ADJ
змяркацца_VERB святлець_VERB
кепскі_ADJ ідэальны_ADJ
марозны_ADJ цёплы_ADJ
гарачы_ADJ стылы_ADJ
абмежаваны_VERB перадавы_ADJ
баязлівы_ADJ храбры_NOUN
крыху_ADV многа_ADV
знясіленне_NOUN сіла_NOUN
вярнуць_VERB узяць_VERB
абрывісты_ADJ пакаты_ADJ
звычайны_ADJ нязвычны_ADJ
знясілены_ADJ моцны_ADJ
марудна_ADV таропка_ADV
сумненне_NOUN упэўненасць_NOUN
гібель_NOUN жыццё_NOUN
вільготны_ADJ сухі_ADJ
марудна_ADV спяшаючыся_ADV
адпачынак_NOUN трывога_NOUN
беднасць_NOUN дастатак_NOUN
блізка_ADV воддаль_ADV
спёка_NOUN стынь_NOUN
малеча_NOUN старац_NOUN
няўпэўненасць_NOUN пэўнасць_NOUN
беднасць_NOUN маёмасць_NOUN
адмовіцца_VERB спатрэбіцца_VERB
будучае_ADJ быль_NOUN
пульхны_ADJ цвёрды_ADJ
засмяяцца_VERB праслязіцца_VERB
абавязак_NOUN звальненне_NOUN
абвінаваціць_VERB уступіцца_VERB
асалода_NOUN мука_NOUN
вера_NOUN расчараванне_NOUN
беззаганны_ADJ кепскі_ADJ
бязладдзе_NOUN парадак_NOUN
змярканне_NOUN рассвітанне_NOUN
брыдкі_ADJ дзівосны_ADJ
выратаванне_NOUN уваход_NOUN
надзея_NOUN разувер'е_NOUN
жар_NOUN халадэча_NOUN
вясёлы_ADJ маркотны_ADJ
прастудзіцца_VERB спячыся_VERB
пагаршаць_VERB папраўляць_VERB
вялікі_ADJ мізэрны_ADJ
апраўдваць_VERB вярнуць_VERB
жвава_ADV марудна_ADV
цішком_ADV шчыра_ADV
дзіцё_NOUN старац_NOUN
блытаніна_NOUN парадак_NOUN
паднімацца_VERB садзіцца_VERB
бліснуць_VERB згубіцца_VERB
досвітак_NOUN надвячорак_NOUN
абяздолены_ADJ шчаслівы_ADJ
вясёлы_ADJ горасны_ADJ
звычайны_ADJ экстравагантны_ADJ
невясёласць_NOUN радасць_NOUN
змога_NOUN сіла_NOUN
мінулае_ADJ небыліца_NOUN
актыўны_ADJ бяздзейны_ADJ
мокры_ADJ ссохлы_ADJ
мажны_ADJ сухарэбры_ADJ
ажываць_VERB паміраць_VERB
спёка_NOUN халадзеча_NOUN
знемажэнне_NOUN сіла_NOUN
незвычайны_ADJ пасрэдны_ADJ
паваліцца_VERB устаць_VERB
нямога_NOUN сіла_NOUN
адабрэнне_NOUN скасаванне_NOUN
будучае_ADJ прошлае_ADJ
святло_NOUN цямнота_NOUN
бяссільнасць_NOUN сіла_NOUN
змрочнасць_NOUN святло_NOUN
жалоба_NOUN радасць_NOUN
аддаць_VERB забраць_VERB
нерашучы_ADJ смелы_ADJ
змяркацца_VERB развідняць_VERB
ападаць_VERB уставаць_VERB
бесчалавечны_ADJ літасцівы_ADJ
запальвацца_VERB згасаць_VERB
спачыць_VERB стаміцца_VERB
халадзеча_NOUN цяпло_NOUN
марката_NOUN радасць_NOUN
прывітацца_VERB развітацца_VERB
гаварлівы_ADJ маўклівы_ADJ
бегма_ADV марудна_ADV
загуба_NOUN нараджэнне_NOUN
нараджэнне_NOUN пагібель_NOUN
моц_NOUN слабасць_NOUN
змарыцца_VERB супачыць_VERB
абараняцца_VERB абвінавачваць_VERB
стары_ADJ юны_ADJ
моцны_ADJ нетрывалы_ADJ
зваліцца_VERB узляцець_VERB
абараняць_VERB нападаць_VERB
радасны_ADJ сумотны_ADJ
адвячорак_NOUN світанне_NOUN
вінаватасць_NOUN невінаватасць_NOUN
кастлявы_ADJ мажны_ADJ
долу_ADV уверх_ADV
стыласць_NOUN цяпло_NOUN
цьмяны_ADJ яркі_ADJ
далёка_ADV непадалёку_ADV
воля_NOUN прыгнечанне_NOUN
беззаганны_ADJ злы_ADJ
кепскі_ADJ няўкорны_ADJ
абвінаваціць_VERB апраўдаць_VERB 
абвінавачваць_VERB апраўдваць_VERB 
абвінаваціць_VERB абараніць_VERB 
абвінавачваць_VERB абараняць_VERB 
абуджэнне_NOUN завяданне_NOUN 
абуцца_VERB разуцца_VERB 
абувацца_VERB разувацца_VERB 
аб'яднацца_VERB раз'яднацца_VERB 
аб'ядноўвацца_VERB раз'ядноўвацца_VERB 
адзець_VERB скінуць_VERB 
адзяваць_VERB скідаць_VERB 
адзяванне_NOUN раздзяванне_NOUN 
адозва_NOUN контрадозва_NOUN 
адпраўленне_NOUN прыбыццё_NOUN 
адчаліць_VERB прычаліць_VERB 
адчальваць_VERB прычальваць_VERB 
актыўны_ADJ пасіўны_ADJ 
апоўначы_ADV апоўдні_ADV 
апрануцца_VERB распрануцца_VERB 
апранацца_VERB распранацца_VERB 
аптыміст_NOUN песіміст_NOUN 
апярэдзіць_VERB адстаць_VERB 
апярэджваць_VERB адставаць_VERB 
арашэнне_NOUN асушэнне_NOUN 
асабісты_ADJ агульны_ADJ 
асалода_NOUN пакута_NOUN 
асцярожны_ADJ адчайны_ADJ 
атака_NOUN абарона_NOUN 
ачарніць_VERB абяліць_VERB 
ачарняць_VERB абяляць_VERB 
багаты_ADJ бедны_ADJ 
багацце_NOUN беднасць_NOUN 
багач_NOUN бядняк_NOUN 
балбатлівы_ADJ немнагаслоўны_ADJ 
безбароды_ADJ барадаты_ADJ 
бландзін_NOUN брунет_NOUN 
блізарукасць_NOUN дальназоркасць_NOUN 
блізка_ADV далёка_ADV 
бліснуць_VERB знікнуць_VERB 
бліскаць_VERB знікаць_VERB 
бляднець_VERB чырванець_VERB 
пабляднець_VERB пачырванець_VERB 
бог_NOUN чорт_NOUN 
большасць_NOUN меншасць_NOUN 
браць_VERB аддаваць_VERB 
узяць_VERB аддаць_VERB 
брудны_ADJ чысты_ADJ 
будзень_NOUN свята_NOUN 
буйны_ADJ дробны_ADJ 
былое_ADJ будучае_ADJ 
быль_NOUN небыліца_NOUN 
быццё_NOUN небыццё_NOUN 
бялець_VERB чырванець_VERB 
пабялець_VERB пачырванець_VERB 
бялюткі_NOUN чарнюткі_NOUN 
бялявы_ADJ чарнявы_ADJ 
бяспечны_ADJ небяспечны_ADJ 
важна_ADV няважна_ADV 
вартасць_NOUN загана_NOUN 
вера_NOUN нявер'е_NOUN 
верагодны_ADJ неверагодны_ADJ 
вернасць_NOUN здрада_NOUN 
верны_ADJ няверны_ADJ 
веруючы_VERB няверуючы_VERB 
верхні_ADJ ніжні_ADJ 
верыць_VERB сумнявацца_VERB 
паверыць_VERB усумніцца_VERB 
весела_ADV сумна_ADV 
ветлівасць_NOUN грубасць_NOUN 
вешаць_VERB знімаць_VERB 
павесіць_VERB зняць_VERB 
відушчы_ADJ сляпы_ADJ 
вольны_ADJ зняволены_ADJ 
воля_NOUN няволя_NOUN 
вітацца_VERB развітвацца_VERB 
павітацца_VERB развітацца_VERB 
востры_ADJ тупы_ADJ 
выглянуць_VERB схавацца_VERB 
выглядваць_VERB хавацца_VERB 
выйграць_VERB прайграць_VERB 
выйграваць_VERB прайграваць_VERB 
высакароднасць_NOUN подласць_NOUN 
высокі_ADJ нізкі_ADJ 
высунуцца_VERB схавацца_VERB 
высоўвацца_VERB хавацца_VERB 
вядомы_ADJ невядомы_ADJ 
вязаць_VERB распускаць_VERB 
звязаць_VERB распусціць_VERB 
вялікі_ADJ малы_ADJ 
вясёлы_ADJ сумны_ADJ 
гаваркі_ADJ маўклівы_ADJ 
ганаровы_ADJ ганебны_ADJ 
ганарыцца_VERB саромецца_VERB 
заганарыцца_VERB засаромецца_VERB 
гарачы_ADJ халодны_ADJ 
гарачыня_NOUN холад_NOUN 
гаркаваты_ADJ саладкаваты_ADJ 
гармонія_NOUN дысгармонія_NOUN 
глуха_ADV звонка_ADV 
глухі_ADJ шумны_ADJ 
глыбіня_NOUN мель_NOUN 
глыбока_ADV мелка_ADV 
гнуць_VERB выпростваць_VERB 
сагнуць_VERB выпрастаць_VERB 
горача_ADV холадна_ADV 
горкі_ADJ салодкі_ADJ 
гуманны_ADJ антыгуманны_ADJ 
густы_ADJ рэдкі_ADJ 
гусцець_VERB радзець_VERB 
пагусцець_VERB парадзець_VERB 
дабрадзей_NOUN ліхадзей_NOUN 
дабрачыннасць_NOUN злачыннасць_NOUN 
дабро_NOUN гора_NOUN 
дабро_NOUN зло_NOUN 
даваенны_ADJ пасляваенны_ADJ 
давер_NOUN недавер_NOUN 
дазволенае_ADJ недазволенае_ADJ 
дазволіць_VERB забараніць_VERB 
дазваляць_VERB забараняць_VERB 
дакладны_ADJ недакладны_ADJ 
дапамагчы_VERB перашкодзіць_VERB 
дапамагаць_VERB перашкаджаць_VERB 
даўганосы_ADJ кірпаты_ADJ 
даўжэць_VERB карацець_VERB 
падаўжэць_VERB пакарацець_VERB 
даўно_ADV нядаўна_ADV 
даўняе_ADJ новае_ADJ 
даход_NOUN расход_NOUN 
даць_VERB узяць_VERB 
даваць_VERB браць_VERB 
дзейны_ADJ бяздзейны_ADJ 
дзень_NOUN ноч_NOUN 
дзіця_NOUN старац_NOUN 
добраахвотна_ADV прымусова_ADV 
добры_ADJ злы_ADJ 
добрае_ADJ злое_ADJ 
добры_ADJ кепскі_ADJ 
донар_NOUN рэцыпіент_NOUN 
досвітак_NOUN адвячорак_NOUN 
доўга_ADV коратка_ADV 
доўгі_ADJ кароткі_ADJ 
друг_NOUN вораг_NOUN 
дужы_ADJ слабы_ADJ 
душа_NOUN цела_NOUN 
дэ-факта_ADV дэ-юрэ_ADV 
жанаты_ADV халасты_ADV 
жаніцца_VERB разводзіцца_VERB 
ажаніцца_VERB развесціся_VERB 
жаночы_ADJ мужчынскі_ADJ 
жанчына_NOUN мужчына_NOUN 
жар_NOUN холад_NOUN 
жартам_ADV сур'ёзна_ADV 
жвавасць_NOUN марудлівасць_NOUN 
жывы_ADJ мёртвы_ADJ 
жыццё_NOUN смерць_NOUN 
жыць_VERB паміраць_VERB 
пражыць_VERB памерці_VERB 
забраць_VERB аддаць_VERB 
забіраць_VERB аддаваць_VERB 
забытае_VERB успомненае_VERB 
завішчаць_VERB змоўкнуць_VERB 
вішчаць_VERB змаўкаць_VERB 
завысіць_VERB занізіць_VERB 
завышаць_VERB заніжаць_VERB 
загадка_NOUN адгадка_NOUN 
загаманіць_VERB змоўкнуць_VERB 
загарэцца_VERB патухнуць_VERB 
загарацца_VERB тухнуць_VERB 
загарэцца_VERB згаснуць_VERB 
загарацца_VERB гаснуць_VERB 
загучаць_VERB змоўкнуць_VERB 
гучаць_VERB змаўкаць_VERB 
задрамаць_VERB прабудзіцца_VERB 
задрэмваць_VERB прабуджацца_VERB 
заехаць_VERB выехаць_VERB 
заязджаць_VERB выязджаць_VERB 
зажынкі_NOUN дажынкі_NOUN 
закапаць_VERB адкапаць_VERB 
закопваць_VERB адкопваць_VERB 
закон_NOUN беззаконне_NOUN 
закрыць_VERB адкрыць_VERB 
закрываць_VERB адкрываць_VERB 
замкнуць_VERB адамкнуць_VERB 
замыкаць_VERB адмыкаць_VERB 
запаліцца_VERB патухнуць_VERB 
запальвацца_VERB тухнуць_VERB 
заплюшчыць_VERB расплюшчыць_VERB 
заплюшчваць_VERB расплюшчваць_VERB 
заплятанне_NOUN расплятанне_NOUN 
запрэгчы_VERB распрэгчы_VERB 
запрагаць_VERB распрагаць_VERB 
зарабіць_VERB прарабіць_VERB 
зарабляць_VERB прарабляць_VERB 
заснуць_VERB прачнуцца_VERB 
засынаць_VERB прачынацца_VERB 
засушыць_VERB вымачыць_VERB 
засушваць_VERB вымочваць_VERB 
захопнік_NOUN вызваліцель_NOUN 
зацвісці_VERB адцвісці_VERB 
зацвітаць_VERB адцвітаць_VERB 
зачынены_ADJ адчынены_ADJ 
зашпіліць_VERB расшпіліць_VERB 
зашпільваць_VERB расшпільваць_VERB 
зблізіць_VERB аддаліць_VERB 
збліжаць_VERB аддаляць_VERB 
зборка_NOUN разборка_NOUN 
звідна_ADV дацямна_ADV 
звычайны_ADJ незвычайны_ADJ 
згадзіцца_VERB адмовіцца_VERB 
згаджацца_VERB адмаўляцца_VERB 
згода_NOUN сварка_NOUN 
здаровы_ADJ хворы_ADJ 
здаць_VERB прыняць_VERB 
здаваць_VERB прымаць_VERB 
зіма_NOUN лета_NOUN 
зімой_ADV летам_ADV 
злева_ADV справа_ADV 
змарыцца_VERB адпачыць_VERB 
зморвацца_VERB адпачываць_VERB 
знаёмы_ADJ незнаёмы_ADJ 
знарочыстасць_NOUN выпадковасць_NOUN 
значнае_ADJ нязначнае_ADJ 
знешні_ADJ унутраны_ADJ 
зняволенне_NOUN вызваленне_NOUN 
зняць_VERB аднавіць_VERB 
знімаць_VERB аднаўляць_VERB 
з'явіцца_VERB знікнуць_VERB 
з'яўляцца_VERB знікаць_VERB 
зямля_NOUN неба_NOUN 
зямны_ADJ нябесны_ADJ 
існуючы_ADJ неіснуючы_ADJ 
істотны_ADJ дробязны_ADJ 
калектыўна_ADV паасобку_ADV 
кансалідацыя_NOUN канфрантацыя_NOUN 
караць_VERB мілаваць_VERB 
пакараць_VERB памілаваць_VERB 
карысны_ADJ шкодны_ADJ 
круты_ADJ пакаты_ADJ 
кулак_NOUN батрак_NOUN 
курчавы_ADJ прамы_ADJ 
ласка_NOUN гнеў_NOUN 
леваруч_ADV праваруч_ADV 
левы_ADJ правы_ADJ 
легальны_ADJ нелегальны_ADJ 
легчы_VERB устаць_VERB 
лажыцца_VERB уставаць_VERB 
лёгкі_ADJ цяжкі_ADJ 
літасцівы_ADJ бязлітасны_ADJ 
лішак_NOUN нястача_NOUN 
льга_ADV нельга_ADV 
любімы_ADJ нялюбы_ADJ 
любіць_VERB ненавідзець_VERB 
палюбіць_VERB зненавідзець_VERB 
любоў_NOUN нянавісць_NOUN 
людзі_NOUN нелюдзі_NOUN 
людскасць_NOUN нялюдскасць_NOUN 
мабілізацыя_NOUN дэмабілізацыя_NOUN 
магчымы_ADJ немагчымы_ADJ 
максімальны_ADJ мінімальны_ADJ 
маладосць_NOUN старасць_NOUN 
малады_ADJ стары_ADJ 
маліцца_VERB праклінаць_VERB 
памаліцца_VERB праклясці_VERB 
матэрыяльны_ADJ духоўны_ADJ 
міласць_NOUN гнеў_NOUN 
міласэрны_ADJ бессардэчны_ADJ 
мінулы_ADJ будучы_ADJ 
мінулае_ADJ будучае_ADJ 
мір_NOUN вайна_NOUN 
мірыць_VERB сварыць_VERB 
памірыць_VERB пасварыць_VERB 
многа_ADV мала_ADV 
моцны_ADJ слабы_ADJ 
мяккі_ADJ цвёрды_ADJ 
набытак_NOUN страта_NOUN 
надзея_NOUN расчараванне_NOUN 
надзьмуцца_VERB запасці_VERB 
надзімацца_VERB западаць_VERB 
назначыць_VERB зняць_VERB 
назначаць_VERB знімаць_VERB 
налева_ADV направа_ADV 
намакаць_VERB прасыхаць_VERB 
намокнуць_VERB прасохнуць_VERB 
напасці_VERB абараніцца_VERB 
нападаць_VERB абараняцца_VERB 
наперад_ADV назад_ADV 
нараджэнне_NOUN смерць_NOUN 
нарадзіцца_VERB памерці_VERB 
нараджацца_VERB паміраць_VERB 
наступленне_NOUN абарона_NOUN 
наступленне_NOUN адступленне_NOUN 
натуральны_ADJ штучны_ADJ 
наяўна_ADV безнаяўна_ADV 
невінаватасць_NOUN віна_NOUN 
недалёт_NOUN пералёт_NOUN 
новы_ADJ стары_ADJ 
ныраць_VERB вынырваць_VERB 
нырнуць_VERB вынырнуць_VERB 
нявеста_NOUN жаніх_NOUN 
паболей_ADV паменей_ADV 
павышэнне_NOUN паніжэнне_NOUN 
павялічыцца_VERB зменшыцца_VERB 
павялічвацца_VERB змяншацца_VERB 
пагода_NOUN непагода_NOUN 
падаць_VERB узлятаць_VERB 
упасці_VERB узляцець_VERB 
падаць_VERB уставаць_VERB 
упасці_VERB устаць_VERB 
падвозка_NOUN адвозка_NOUN 
пад'ём_NOUN адбой_NOUN 
пад'ём_NOUN спуск_NOUN 
падзяка_NOUN спагнанне_NOUN 
падключыць_VERB адключыць_VERB 
падключаць_VERB адключаць_VERB 
падкурчыць_VERB выпрастаць_VERB 
падкурчваць_VERB выпростваць_VERB 
падняцца_VERB спусціцца_VERB 
падымацца_VERB спускацца_VERB 
падняць_VERB апусціць_VERB 
падымаць_VERB апускаць_VERB 
падобны_ADJ розны_ADJ 
падыход_NOUN адыход_NOUN 
пазітыўны_ADJ негатыўны_ADJ 
пазычыць_VERB аддаць_VERB 
пазычаць_VERB аддаваць_VERB 
паказваючыся_VERB хаваючыся_VERB 
паказаўшыся_VERB схаваўшыся_VERB 
пакора_NOUN непакора_NOUN 
палепшыць_VERB пагоршыць_VERB 
паляпшаць_VERB пагаршаць_VERB 
паліць_VERB студзіць_VERB 
спаліць_VERB астудзіць_VERB 
па-маладому_ADV па-старэчы_ADV 
памерці_VERB уваскрэснуць_VERB 
паміраць_VERB уваскрасаць_VERB 
пан_NOUN слуга_NOUN 
парадак_NOUN беспарадак_NOUN 
пасяліць_VERB выселіць_VERB 
пасяляць_VERB высяляць_VERB 
паўночны_ADJ паўднёвы_ADJ 
пах_NOUN смурод_NOUN 
пахвала_NOUN асуджэнне_NOUN 
пацвярджэнне_NOUN адмаўленне_NOUN 
пацяпленне_NOUN пахаладанне_NOUN 
пачатак_NOUN канец_NOUN 
перад_NOUN зад_NOUN 
перадавы_ADJ адсталы_ADJ 
перадок_NOUN заднік_NOUN 
перадок_NOUN задок_NOUN 
перакананне_NOUN сумненне_NOUN 
перамога_NOUN паражэнне_NOUN 
плюс_NOUN мінус_NOUN 
посны_ADJ скаромны_ADJ 
поспех_NOUN няўдача_NOUN 
поўнач_NOUN поўдзень_NOUN 
поўны_ADJ пусты_ADJ 
празрысты_ADJ каламутны_ADJ 
праўда_NOUN хлусня_NOUN 
праўдзівы_ADJ крывадушны_ADJ 
продак_NOUN нашчадак_NOUN 
просты_ADJ складаны_ADJ 
прывітанне_NOUN адвітанне_NOUN 
прывыкнуць_VERB адвыкнуць_VERB 
прывыкаць_VERB адвыкаць_VERB 
прыгожы_ADJ брыдкі_ADJ 
прыемны_ADJ прыкры_ADJ 
прыехаць_VERB ад'ехаць_VERB 
прыязджаць_VERB ад'язджаць_VERB 
прызнаць_VERB абвергнуць_VERB 
прызнаваць_VERB абвяргаць_VERB 
прызначэнне_NOUN звальненне_NOUN 
прыліпаць_VERB адрывацца_VERB 
прыліпнуць_VERB адарвацца_VERB 
прыліў_NOUN адліў_NOUN 
прыпусціць_VERB перастаць_VERB 
прыпускаць_VERB пераставаць_VERB 
прысеўшы_VERB падняўшыся_VERB 
прысядаючы_VERB падымаючыся_VERB 
прысутны_ADJ адсутны_ADJ 
прытуліцца_VERB адштурхнуцца_VERB 
прытуляцца_VERB адштурхацца_VERB 
прыхільнік_NOUN праціўнік_NOUN 
прыход_NOUN адыход_NOUN 
прыцягнуць_VERB адштурхнуць_VERB 
прыцягваць_VERB адштурхоўваць_VERB 
пытанне_NOUN адказ_NOUN 
пэўна_ADV няпэўна_ADV 
пярэдні_ADJ задні_ADJ
пячыся_VERB мерзнуць_VERB 
спячыся_VERB змерзнуць_VERB 
рагаты_ADJ бязрогі_ADJ 
радавацца_VERB смуткаваць_VERB 
радаваць_VERB засмучаць_VERB 
узрадаваць_VERB засмуціць_VERB 
радасны_ADJ сумны_ADJ 
радасць_NOUN смутак_NOUN 
радзіма_NOUN чужына_NOUN 
радзіны_NOUN хаўтуры_NOUN 
радыкальна_ADV кансерватыўна_ADV 
разведка_NOUN контрразведка_NOUN 
разумнае_ADJ дурное_ADJ 
рай_NOUN пекла_NOUN 
рана_ADV позна_ADV 
раскоша_NOUN галеча_NOUN 
рассунуцца_VERB самкнуцца_VERB 
рассоўвацца_VERB змыкацца_VERB 
расхваляваць_VERB супакоіць_VERB 
расхвалеўваць_VERB супакойваць_VERB 
родны_ADJ чужы_ADJ 
розум_NOUN дурасць_NOUN 
росквіт_NOUN заняпад_NOUN 
рэаліст_NOUN фантаст_NOUN 
рэальнасць_NOUN фантазія_NOUN 
рэвалюцыя_NOUN контррэвалюцыя_NOUN 
сагнуцца_VERB разагнуцца_VERB 
згінацца_VERB разгінацца_VERB 
сагнуць_VERB разагнуць_VERB 
згінаць_VERB разгінаць_VERB 
сапраўднасць_NOUN сон_NOUN 
сапраўдны_ADJ уяўны_ADJ 
сапраўдны_ADJ фальшывы_ADJ 
сашчаміць_VERB расшчаміць_VERB 
сашчамляць_VERB расшчамляць_VERB 
свае_DET чужое_ADJ 
свежы_ADJ пракіслы_ADJ 
светлы_ADJ змрочны_ADJ 
світанне_NOUN змярканне_NOUN 
світаць_VERB змяркацца_VERB 
рассвітаць_VERB змеркнуцца_VERB 
свой_DET чужы_ADJ 
свядома_ADV несвядома_ADV 
свядомы_ADJ несвядомы_ADJ 
